Metric,Parameter,ST_Initial,ST_Final,Delta_ST
LVP_min,E.LV.EB,0.485402749310087,0.522894397666989,0.0374916483569023
LVP_min,E.LV.EA,0.266426088696084,0.22940253957861,-0.0370235491174746
LVP_min,C.PVEN,0.0295754892374071,0.134104508374721,0.104529019137313
LVP_min,C.SVEN,0.0664534228747548,0.070468428541365,0.00401500566661028
LVP_min,R.SVEN,0.0279707495979204,0.0364435719002154,0.00847282230229493
LVP_min,C.SAR,0.0414229520326737,0.0215081698928766,-0.0199147821397971
LVP_min,R.SC,0.0218126263085203,0.0129546404292774,-0.00885798587924295
LVP_min,C.PAR,0.0570735400341155,0.00493671263759486,-0.0521368273965206
LVP_min,E.RV.EA,0.00261339980404174,0.00163879139842632,-0.000974608405615427
LVP_min,E.RV.EB,0.0058984570673409,0.00158704231304869,-0.00431141475429221
LVP_min,V0.RA,0.00110720936176753,0.00150432373311907,0.000397114371351532
LVP_min,R.PVEN,0.00823711856694456,0.00132947715204009,-0.00690764141490447
LVP_min,R.PCOX,0.0142029557242806,0.000935176643236298,-0.0132677790810443
LVP_min,vsd.Cd,0.00144947597423016,0.000743714076969998,-0.000705761897260159
LVP_min,R.SAR,0.00144759862975047,0.000547434602598719,-0.000900164027151755
LVP_min,V0.LA,0.00187797614596568,0.00053076142637232,-0.00134721471959336
LVP_min,E.LA.EA,0.000961911229227036,0.000173001703641666,-0.00078890952558537
LVP_min,E.RA.EA,0.00150037435291106,7.52473839931166e-05,-0.00142512696891795
LVP_min,R.PAR,2.73680331004496e-05,0,-2.73680331004496e-05
LVP_min,V0.LV,0,0,0
LVP_min,V0.RV,0,0,0
PAP_max,C.SVEN,0.192426859521863,0.207114693933201,0.0146878344113373
PAP_max,R.SVEN,0.123285136378029,0.194340939343286,0.0710558029652573
PAP_max,R.PCOX,0.290863767222864,0.191260655532899,-0.0996031116899651
PAP_max,C.PVEN,0.0366136875912422,0.190855386710716,0.154241699119473
PAP_max,C.PAR,0.20322167100701,0.145872446832773,-0.0573492241742368
PAP_max,R.SC,0.0570333774386534,0.0473775144645154,-0.00965586297413794
PAP_max,C.SAR,0.0533882605864888,0.016973921689135,-0.0364143388973539
PAP_max,E.LV.EA,0.00745552597157591,0.0134512185003666,0.0059956925287907
PAP_max,E.LV.EB,0.0280798840145773,0.0132225557702702,-0.014857328244307
PAP_max,E.RV.EA,0.00202498781333051,0.0044893084349335,0.00246432062160299
PAP_max,R.PAR,0.00736339817503741,0.00445352668045718,-0.00290987149458024
PAP_max,V0.RA,0.00187641170792354,0.00346812186243803,0.00159171015451449
PAP_max,E.LA.EA,0.0021744854123035,0.00157833836858754,-0.000596147043715956
PAP_max,E.RA.EA,0.00197809433393743,0.00123904952786142,-0.000739044806076006
PAP_max,R.SAR,0.00276336758102548,0.000835219525309356,-0.00192814805571612
PAP_max,V0.LV,0.000959432497210018,0.000723767490791443,-0.000235665006418575
PAP_max,V0.RV,0.00069819993233987,0.000199356328012347,-0.000498843604327523
PAP_max,E.RV.EB,0.00464332402435134,4.90841234654898e-06,-0.00463841561200479
PAP_max,R.PVEN,0.00730947058922624,0,-0.00730947058922624
PAP_max,V0.LA,0.00457874985085622,0,-0.00457874985085622
PAP_max,vsd.Cd,0.00193377663571052,0,-0.00193377663571052
PAP_mean,R.PCOX,0.362818989142282,0.33164332824197,-0.0311756609003117
PAP_mean,C.PVEN,0.03691381122138,0.218179335071763,0.181265523850383
PAP_mean,C.SVEN,0.213962815111691,0.189022908835149,-0.024939906276542
PAP_mean,R.SVEN,0.117276216374111,0.172910593531855,0.0556343771577449
PAP_mean,R.SC,0.0461413113120802,0.0386121362832325,-0.00752917502884777
PAP_mean,E.LV.EB,0.0355900872718401,0.0299056053367641,-0.00568448193507606
PAP_mean,C.SAR,0.0587073767778203,0.0215858881685031,-0.0371214886093171
PAP_mean,C.PAR,0.1076421689846,0.00767658674853977,-0.0999655822360606
PAP_mean,E.LV.EA,0.00485819054338792,0.00757159141180064,0.00271340086841272
PAP_mean,R.PAR,0.00828509874618058,0.00578298870577362,-0.00250211004040696
PAP_mean,E.RV.EA,0.00394138624520063,0.00490460321641174,0.000963216971211106
PAP_mean,R.PVEN,0.0128461959306177,0.00373365823171595,-0.00911253769890174
PAP_mean,R.SAR,0.00225270383549147,0.00329931227880738,0.0010466084433159
PAP_mean,E.RV.EB,0.00570526561439685,0.0026369245849456,-0.00306834102945125
PAP_mean,V0.RA,0,0.00201135926444415,0.00201135926444415
PAP_mean,E.RA.EA,0.00225270383549147,0.00190906368250122,-0.000343640152990255
PAP_mean,E.LA.EA,0.00208470340630327,0.00154866129917946,-0.000536042107123808
PAP_mean,V0.LV,0.000825169130069779,0.00127892469100514,0.000453755560935362
PAP_mean,vsd.Cd,0,0.000872283769638288,0.000872283769638288
PAP_mean,V0.RV,0.00159285735761067,0.000838439352990343,-0.000754418004620324
PAP_mean,V0.LA,0,0,0
